date,route_code,route_name,vessel_type,rate_per_barrel,currency
2024-09-10,TD3C,Middle East Gulf to China,VLCC,9.352,USD
2024-09-11,TD3C,Middle East Gulf to China,VLCC,9.325,USD
2024-09-12,TD3C,Middle East Gulf to China,VLCC,9.024,USD
2024-09-13,TD3C,Middle East Gulf to China,VLCC,9.13,USD
2024-09-14,TD3C,Middle East Gulf to China,VLCC,9.051,USD
2024-09-15,TD3C,Middle East Gulf to China,VLCC,9.032,USD
2024-09-16,TD3C,Middle East Gulf to China,VLCC,9.07,USD
2024-09-17,TD3C,Middle East Gulf to China,VLCC,9.09,USD
2024-09-18,TD3C,Middle East Gulf to China,VLCC,9.179,USD
2024-09-19,TD3C,Middle East Gulf to China,VLCC,9.114,USD
2024-09-20,TD3C,Middle East Gulf to China,VLCC,9.177,USD
2024-09-21,TD3C,Middle East Gulf to China,VLCC,9.136,USD
2024-09-22,TD3C,Middle East Gulf to China,VLCC,9.23,USD
2024-09-23,TD3C,Middle East Gulf to China,VLCC,9.307,USD
2024-09-24,TD3C,Middle East Gulf to China,VLCC,9.176,USD
2024-09-25,TD3C,Middle East Gulf to China,VLCC,9.317,USD
2024-09-26,TD3C,Middle East Gulf to China,VLCC,9.239,USD
2024-09-27,TD3C,Middle East Gulf to China,VLCC,9.343,USD
2024-09-28,TD3C,Middle East Gulf to China,VLCC,9.387,USD
2024-09-29,TD3C,Middle East Gulf to China,VLCC,9.628,USD
2024-09-30,TD3C,Middle East Gulf to China,VLCC,9.591,USD
2024-10-01,TD3C,Middle East Gulf to China,VLCC,9.538,USD
2024-10-02,TD3C,Middle East Gulf to China,VLCC,9.529,USD
2024-10-03,TD3C,Middle East Gulf to China,VLCC,9.484,USD
2024-10-04,TD3C,Middle East Gulf to China,VLCC,9.586,USD
2024-10-05,TD3C,Middle East Gulf to China,VLCC,9.365,USD
2024-10-06,TD3C,Middle East Gulf to China,VLCC,9.221,USD
2024-10-07,TD3C,Middle East Gulf to China,VLCC,9.077,USD
2024-10-08,TD3C,Middle East Gulf to China,VLCC,9.205,USD
2024-10-09,TD3C,Middle East Gulf to China,VLCC,9.434,USD
2024-10-10,TD3C,Middle East Gulf to China,VLCC,9.418,USD
2024-10-11,TD3C,Middle East Gulf to China,VLCC,9.394,USD
2024-10-12,TD3C,Middle East Gulf to China,VLCC,9.403,USD
2024-10-13,TD3C,Middle East Gulf to China,VLCC,9.558,USD
2024-10-14,TD3C,Middle East Gulf to China,VLCC,9.432,USD
2024-10-15,TD3C,Middle East Gulf to China,VLCC,9.463,USD
2024-10-16,TD3C,Middle East Gulf to China,VLCC,9.593,USD
2024-10-17,TD3C,Middle East Gulf to China,VLCC,9.659,USD
2024-10-18,TD3C,Middle East Gulf to China,VLCC,9.683,USD
2024-10-19,TD3C,Middle East Gulf to China,VLCC,9.815,USD
2024-10-20,TD3C,Middle East Gulf to China,VLCC,9.451,USD
2024-10-21,TD3C,Middle East Gulf to China,VLCC,9.543,USD
2024-10-22,TD3C,Middle East Gulf to China,VLCC,9.456,USD
2024-10-23,TD3C,Middle East Gulf to China,VLCC,9.213,USD
2024-10-24,TD3C,Middle East Gulf to China,VLCC,9.285,USD
2024-10-25,TD3C,Middle East Gulf to China,VLCC,9.473,USD
2024-10-26,TD3C,Middle East Gulf to China,VLCC,9.458,USD
2024-10-27,TD3C,Middle East Gulf to China,VLCC,9.588,USD
2024-10-28,TD3C,Middle East Gulf to China,VLCC,9.806,USD
2024-10-29,TD3C,Middle East Gulf to China,VLCC,9.982,USD
2024-10-30,TD3C,Middle East Gulf to China,VLCC,10.2,USD
2024-10-31,TD3C,Middle East Gulf to China,VLCC,10.296,USD
2024-11-01,TD3C,Middle East Gulf to China,VLCC,10.302,USD
2024-11-02,TD3C,Middle East Gulf to China,VLCC,10.083,USD
2024-11-03,TD3C,Middle East Gulf to China,VLCC,10.049,USD
2024-11-04,TD3C,Middle East Gulf to China,VLCC,9.935,USD
2024-11-05,TD3C,Middle East Gulf to China,VLCC,10.226,USD
2024-11-06,TD3C,Middle East Gulf to China,VLCC,10.2,USD
2024-11-07,TD3C,Middle East Gulf to China,VLCC,10.215,USD
2024-11-08,TD3C,Middle East Gulf to China,VLCC,10.287,USD
2024-11-09,TD3C,Middle East Gulf to China,VLCC,10.291,USD
2024-11-10,TD3C,Middle East Gulf to China,VLCC,10.516,USD
2024-11-11,TD3C,Middle East Gulf to China,VLCC,10.428,USD
2024-11-12,TD3C,Middle East Gulf to China,VLCC,10.452,USD
2024-11-13,TD3C,Middle East Gulf to China,VLCC,10.349,USD
2024-11-14,TD3C,Middle East Gulf to China,VLCC,10.171,USD
2024-11-15,TD3C,Middle East Gulf to China,VLCC,10.089,USD
2024-11-16,TD3C,Middle East Gulf to China,VLCC,10.085,USD
2024-11-17,TD3C,Middle East Gulf to China,VLCC,10.029,USD
2024-11-18,TD3C,Middle East Gulf to China,VLCC,9.939,USD
2024-11-19,TD3C,Middle East Gulf to China,VLCC,9.754,USD
2024-11-20,TD3C,Middle East Gulf to China,VLCC,9.748,USD
2024-11-21,TD3C,Middle East Gulf to China,VLCC,9.552,USD
2024-11-22,TD3C,Middle East Gulf to China,VLCC,9.662,USD
2024-11-23,TD3C,Middle East Gulf to China,VLCC,9.679,USD
2024-11-24,TD3C,Middle East Gulf to China,VLCC,9.491,USD
2024-11-25,TD3C,Middle East Gulf to China,VLCC,9.458,USD
2024-11-26,TD3C,Middle East Gulf to China,VLCC,9.367,USD
2024-11-27,TD3C,Middle East Gulf to China,VLCC,9.419,USD
2024-11-28,TD3C,Middle East Gulf to China,VLCC,9.609,USD
2024-11-29,TD3C,Middle East Gulf to China,VLCC,9.366,USD
2024-11-30,TD3C,Middle East Gulf to China,VLCC,9.392,USD
2024-12-01,TD3C,Middle East Gulf to China,VLCC,9.381,USD
2024-12-02,TD3C,Middle East Gulf to China,VLCC,9.481,USD
2024-12-03,TD3C,Middle East Gulf to China,VLCC,9.519,USD
2024-12-04,TD3C,Middle East Gulf to China,VLCC,9.428,USD
2024-12-05,TD3C,Middle East Gulf to China,VLCC,9.396,USD
2024-12-06,TD3C,Middle East Gulf to China,VLCC,9.3,USD
2024-12-07,TD3C,Middle East Gulf to China,VLCC,9.456,USD
2024-12-08,TD3C,Middle East Gulf to China,VLCC,9.469,USD
2024-12-09,TD3C,Middle East Gulf to China,VLCC,9.734,USD
2024-12-10,TD3C,Middle East Gulf to China,VLCC,9.733,USD
2024-12-11,TD3C,Middle East Gulf to China,VLCC,9.646,USD
2024-12-12,TD3C,Middle East Gulf to China,VLCC,9.452,USD
2024-12-13,TD3C,Middle East Gulf to China,VLCC,9.221,USD
2024-12-14,TD3C,Middle East Gulf to China,VLCC,9.022,USD
2024-12-15,TD3C,Middle East Gulf to China,VLCC,9.073,USD
2024-12-16,TD3C,Middle East Gulf to China,VLCC,9.156,USD
2024-12-17,TD3C,Middle East Gulf to China,VLCC,8.958,USD
2024-12-18,TD3C,Middle East Gulf to China,VLCC,9.093,USD
2024-12-19,TD3C,Middle East Gulf to China,VLCC,9.043,USD
2024-12-20,TD3C,Middle East Gulf to China,VLCC,9.077,USD
2024-12-21,TD3C,Middle East Gulf to China,VLCC,9.307,USD
2024-12-22,TD3C,Middle East Gulf to China,VLCC,9.44,USD
2024-12-23,TD3C,Middle East Gulf to China,VLCC,9.414,USD
2024-12-24,TD3C,Middle East Gulf to China,VLCC,9.306,USD
2024-12-25,TD3C,Middle East Gulf to China,VLCC,9.03,USD
2024-12-26,TD3C,Middle East Gulf to China,VLCC,8.949,USD
2024-12-27,TD3C,Middle East Gulf to China,VLCC,8.936,USD
2024-12-28,TD3C,Middle East Gulf to China,VLCC,8.819,USD
2024-12-29,TD3C,Middle East Gulf to China,VLCC,8.819,USD
2024-12-30,TD3C,Middle East Gulf to China,VLCC,8.845,USD
2024-12-31,TD3C,Middle East Gulf to China,VLCC,8.832,USD
2025-01-01,TD3C,Middle East Gulf to China,VLCC,8.761,USD
2025-01-02,TD3C,Middle East Gulf to China,VLCC,8.801,USD
2025-01-03,TD3C,Middle East Gulf to China,VLCC,8.876,USD
2025-01-04,TD3C,Middle East Gulf to China,VLCC,8.746,USD
2025-01-05,TD3C,Middle East Gulf to China,VLCC,8.952,USD
2025-01-06,TD3C,Middle East Gulf to China,VLCC,8.953,USD
2025-01-07,TD3C,Middle East Gulf to China,VLCC,8.97,USD
2025-01-08,TD3C,Middle East Gulf to China,VLCC,9.079,USD
2025-01-09,TD3C,Middle East Gulf to China,VLCC,9.124,USD
2025-01-10,TD3C,Middle East Gulf to China,VLCC,9.264,USD
2025-01-11,TD3C,Middle East Gulf to China,VLCC,9.313,USD
2025-01-12,TD3C,Middle East Gulf to China,VLCC,9.242,USD
2025-01-13,TD3C,Middle East Gulf to China,VLCC,9.301,USD
2025-01-14,TD3C,Middle East Gulf to China,VLCC,9.158,USD
2025-01-15,TD3C,Middle East Gulf to China,VLCC,9.184,USD
2025-01-16,TD3C,Middle East Gulf to China,VLCC,9.19,USD
2025-01-17,TD3C,Middle East Gulf to China,VLCC,9.173,USD
2025-01-18,TD3C,Middle East Gulf to China,VLCC,9.167,USD
2025-01-19,TD3C,Middle East Gulf to China,VLCC,8.926,USD
2025-01-20,TD3C,Middle East Gulf to China,VLCC,8.865,USD
2025-01-21,TD3C,Middle East Gulf to China,VLCC,8.891,USD
2025-01-22,TD3C,Middle East Gulf to China,VLCC,8.925,USD
2025-01-23,TD3C,Middle East Gulf to China,VLCC,8.8,USD
2025-01-24,TD3C,Middle East Gulf to China,VLCC,8.983,USD
2025-01-25,TD3C,Middle East Gulf to China,VLCC,8.878,USD
2025-01-26,TD3C,Middle East Gulf to China,VLCC,9.02,USD
2025-01-27,TD3C,Middle East Gulf to China,VLCC,9.088,USD
2025-01-28,TD3C,Middle East Gulf to China,VLCC,9.011,USD
2025-01-29,TD3C,Middle East Gulf to China,VLCC,9.259,USD
2025-01-30,TD3C,Middle East Gulf to China,VLCC,9.107,USD
2025-01-31,TD3C,Middle East Gulf to China,VLCC,9.238,USD
2025-02-01,TD3C,Middle East Gulf to China,VLCC,9.38,USD
2025-02-02,TD3C,Middle East Gulf to China,VLCC,9.295,USD
2025-02-03,TD3C,Middle East Gulf to China,VLCC,9.488,USD
2025-02-04,TD3C,Middle East Gulf to China,VLCC,9.458,USD
2025-02-05,TD3C,Middle East Gulf to China,VLCC,9.501,USD
2025-02-06,TD3C,Middle East Gulf to China,VLCC,9.539,USD
2025-02-07,TD3C,Middle East Gulf to China,VLCC,9.524,USD
2025-02-08,TD3C,Middle East Gulf to China,VLCC,9.635,USD
2025-02-09,TD3C,Middle East Gulf to China,VLCC,9.742,USD
2025-02-10,TD3C,Middle East Gulf to China,VLCC,9.508,USD
2025-02-11,TD3C,Middle East Gulf to China,VLCC,9.685,USD
2025-02-12,TD3C,Middle East Gulf to China,VLCC,9.462,USD
2025-02-13,TD3C,Middle East Gulf to China,VLCC,9.602,USD
2025-02-14,TD3C,Middle East Gulf to China,VLCC,9.753,USD
2025-02-15,TD3C,Middle East Gulf to China,VLCC,9.605,USD
2025-02-16,TD3C,Middle East Gulf to China,VLCC,9.55,USD
2025-02-17,TD3C,Middle East Gulf to China,VLCC,9.401,USD
2025-02-18,TD3C,Middle East Gulf to China,VLCC,9.374,USD
2025-02-19,TD3C,Middle East Gulf to China,VLCC,9.333,USD
2025-02-20,TD3C,Middle East Gulf to China,VLCC,9.439,USD
2025-02-21,TD3C,Middle East Gulf to China,VLCC,9.614,USD
2025-02-22,TD3C,Middle East Gulf to China,VLCC,9.798,USD
2025-02-23,TD3C,Middle East Gulf to China,VLCC,9.718,USD
2025-02-24,TD3C,Middle East Gulf to China,VLCC,9.686,USD
2025-02-25,TD3C,Middle East Gulf to China,VLCC,9.457,USD
2025-02-26,TD3C,Middle East Gulf to China,VLCC,9.347,USD
2025-02-27,TD3C,Middle East Gulf to China,VLCC,9.474,USD
2025-02-28,TD3C,Middle East Gulf to China,VLCC,9.688,USD
2025-03-01,TD3C,Middle East Gulf to China,VLCC,9.517,USD
2025-03-02,TD3C,Middle East Gulf to China,VLCC,9.434,USD
2025-03-03,TD3C,Middle East Gulf to China,VLCC,9.426,USD
2025-03-04,TD3C,Middle East Gulf to China,VLCC,9.46,USD
2025-03-05,TD3C,Middle East Gulf to China,VLCC,9.347,USD
2025-03-06,TD3C,Middle East Gulf to China,VLCC,9.4,USD
2025-03-07,TD3C,Middle East Gulf to China,VLCC,9.332,USD
2025-03-08,TD3C,Middle East Gulf to China,VLCC,9.326,USD
2025-03-09,TD3C,Middle East Gulf to China,VLCC,9.395,USD
2025-03-10,TD3C,Middle East Gulf to China,VLCC,9.39,USD
2025-03-11,TD3C,Middle East Gulf to China,VLCC,9.326,USD
2025-03-12,TD3C,Middle East Gulf to China,VLCC,9.306,USD
2025-03-13,TD3C,Middle East Gulf to China,VLCC,9.288,USD
2025-03-14,TD3C,Middle East Gulf to China,VLCC,9.233,USD
2025-03-15,TD3C,Middle East Gulf to China,VLCC,9.192,USD
2025-03-16,TD3C,Middle East Gulf to China,VLCC,9.401,USD
2025-03-17,TD3C,Middle East Gulf to China,VLCC,9.468,USD
2025-03-18,TD3C,Middle East Gulf to China,VLCC,9.419,USD
2025-03-19,TD3C,Middle East Gulf to China,VLCC,9.504,USD
2025-03-20,TD3C,Middle East Gulf to China,VLCC,9.449,USD
2025-03-21,TD3C,Middle East Gulf to China,VLCC,9.596,USD
2025-03-22,TD3C,Middle East Gulf to China,VLCC,9.634,USD
2025-03-23,TD3C,Middle East Gulf to China,VLCC,9.607,USD
2025-03-24,TD3C,Middle East Gulf to China,VLCC,9.654,USD
2025-03-25,TD3C,Middle East Gulf to China,VLCC,9.431,USD
2025-03-26,TD3C,Middle East Gulf to China,VLCC,9.269,USD
2025-03-27,TD3C,Middle East Gulf to China,VLCC,9.099,USD
2025-03-28,TD3C,Middle East Gulf to China,VLCC,9.109,USD
2025-03-29,TD3C,Middle East Gulf to China,VLCC,9.331,USD
2025-03-30,TD3C,Middle East Gulf to China,VLCC,9.618,USD
2025-03-31,TD3C,Middle East Gulf to China,VLCC,9.689,USD
2025-04-01,TD3C,Middle East Gulf to China,VLCC,9.74,USD
2025-04-02,TD3C,Middle East Gulf to China,VLCC,9.482,USD
2025-04-03,TD3C,Middle East Gulf to China,VLCC,9.394,USD
2025-04-04,TD3C,Middle East Gulf to China,VLCC,9.275,USD
2025-04-05,TD3C,Middle East Gulf to China,VLCC,9.178,USD
2025-04-06,TD3C,Middle East Gulf to China,VLCC,9.143,USD
2025-04-07,TD3C,Middle East Gulf to China,VLCC,9.067,USD
2025-04-08,TD3C,Middle East Gulf to China,VLCC,8.79,USD
2025-04-09,TD3C,Middle East Gulf to China,VLCC,8.88,USD
2025-04-10,TD3C,Middle East Gulf to China,VLCC,8.726,USD
2025-04-11,TD3C,Middle East Gulf to China,VLCC,8.748,USD
2025-04-12,TD3C,Middle East Gulf to China,VLCC,9.015,USD
2025-04-13,TD3C,Middle East Gulf to China,VLCC,8.879,USD
2025-04-14,TD3C,Middle East Gulf to China,VLCC,8.528,USD
2025-04-15,TD3C,Middle East Gulf to China,VLCC,8.48,USD
2025-04-16,TD3C,Middle East Gulf to China,VLCC,8.619,USD
2025-04-17,TD3C,Middle East Gulf to China,VLCC,8.87,USD
2025-04-18,TD3C,Middle East Gulf to China,VLCC,8.692,USD
2025-04-19,TD3C,Middle East Gulf to China,VLCC,8.747,USD
2025-04-20,TD3C,Middle East Gulf to China,VLCC,8.672,USD
2025-04-21,TD3C,Middle East Gulf to China,VLCC,8.645,USD
2025-04-22,TD3C,Middle East Gulf to China,VLCC,8.987,USD
2025-04-23,TD3C,Middle East Gulf to China,VLCC,8.77,USD
2025-04-24,TD3C,Middle East Gulf to China,VLCC,8.789,USD
2025-04-25,TD3C,Middle East Gulf to China,VLCC,8.837,USD
2025-04-26,TD3C,Middle East Gulf to China,VLCC,8.967,USD
2025-04-27,TD3C,Middle East Gulf to China,VLCC,8.963,USD
2025-04-28,TD3C,Middle East Gulf to China,VLCC,8.987,USD
2025-04-29,TD3C,Middle East Gulf to China,VLCC,8.917,USD
2025-04-30,TD3C,Middle East Gulf to China,VLCC,8.936,USD
2025-05-01,TD3C,Middle East Gulf to China,VLCC,8.872,USD
2025-05-02,TD3C,Middle East Gulf to China,VLCC,8.938,USD
2025-05-03,TD3C,Middle East Gulf to China,VLCC,8.87,USD
2025-05-04,TD3C,Middle East Gulf to China,VLCC,8.903,USD
2025-05-05,TD3C,Middle East Gulf to China,VLCC,8.88,USD
2025-05-06,TD3C,Middle East Gulf to China,VLCC,9.012,USD
2025-05-07,TD3C,Middle East Gulf to China,VLCC,8.985,USD
2025-05-08,TD3C,Middle East Gulf to China,VLCC,8.728,USD
2025-05-09,TD3C,Middle East Gulf to China,VLCC,8.879,USD
2025-05-10,TD3C,Middle East Gulf to China,VLCC,8.739,USD
2025-05-11,TD3C,Middle East Gulf to China,VLCC,8.633,USD
2025-05-12,TD3C,Middle East Gulf to China,VLCC,8.536,USD
2025-05-13,TD3C,Middle East Gulf to China,VLCC,8.703,USD
2025-05-14,TD3C,Middle East Gulf to China,VLCC,8.399,USD
2025-05-15,TD3C,Middle East Gulf to China,VLCC,8.803,USD
2025-05-16,TD3C,Middle East Gulf to China,VLCC,8.925,USD
2025-05-17,TD3C,Middle East Gulf to China,VLCC,8.933,USD
2025-05-18,TD3C,Middle East Gulf to China,VLCC,8.904,USD
2025-05-19,TD3C,Middle East Gulf to China,VLCC,8.921,USD
2025-05-20,TD3C,Middle East Gulf to China,VLCC,8.969,USD
2025-05-21,TD3C,Middle East Gulf to China,VLCC,9.033,USD
2025-05-22,TD3C,Middle East Gulf to China,VLCC,9.084,USD
2025-05-23,TD3C,Middle East Gulf to China,VLCC,9.072,USD
2025-05-24,TD3C,Middle East Gulf to China,VLCC,9.022,USD
2025-05-25,TD3C,Middle East Gulf to China,VLCC,8.978,USD
2025-05-26,TD3C,Middle East Gulf to China,VLCC,8.929,USD
2025-05-27,TD3C,Middle East Gulf to China,VLCC,9.058,USD
2025-05-28,TD3C,Middle East Gulf to China,VLCC,9.113,USD
2025-05-29,TD3C,Middle East Gulf to China,VLCC,8.694,USD
2025-05-30,TD3C,Middle East Gulf to China,VLCC,8.761,USD
2025-05-31,TD3C,Middle East Gulf to China,VLCC,8.765,USD
2025-06-01,TD3C,Middle East Gulf to China,VLCC,8.741,USD
2025-06-02,TD3C,Middle East Gulf to China,VLCC,8.667,USD
2025-06-03,TD3C,Middle East Gulf to China,VLCC,8.796,USD
2025-06-04,TD3C,Middle East Gulf to China,VLCC,8.901,USD
2025-06-05,TD3C,Middle East Gulf to China,VLCC,8.774,USD
2025-06-06,TD3C,Middle East Gulf to China,VLCC,8.806,USD
2025-06-07,TD3C,Middle East Gulf to China,VLCC,8.653,USD
2025-06-08,TD3C,Middle East Gulf to China,VLCC,8.447,USD
2025-06-09,TD3C,Middle East Gulf to China,VLCC,8.343,USD
2025-06-10,TD3C,Middle East Gulf to China,VLCC,8.44,USD
2025-06-11,TD3C,Middle East Gulf to China,VLCC,8.548,USD
2025-06-12,TD3C,Middle East Gulf to China,VLCC,8.597,USD
2025-06-13,TD3C,Middle East Gulf to China,VLCC,8.673,USD
2025-06-14,TD3C,Middle East Gulf to China,VLCC,8.72,USD
2025-06-15,TD3C,Middle East Gulf to China,VLCC,8.612,USD
2025-06-16,TD3C,Middle East Gulf to China,VLCC,8.648,USD
2025-06-17,TD3C,Middle East Gulf to China,VLCC,8.733,USD
2025-06-18,TD3C,Middle East Gulf to China,VLCC,8.812,USD
2025-06-19,TD3C,Middle East Gulf to China,VLCC,8.948,USD
2025-06-20,TD3C,Middle East Gulf to China,VLCC,9.018,USD
2025-06-21,TD3C,Middle East Gulf to China,VLCC,9.039,USD
2025-06-22,TD3C,Middle East Gulf to China,VLCC,9.157,USD
2025-06-23,TD3C,Middle East Gulf to China,VLCC,9.127,USD
2025-06-24,TD3C,Middle East Gulf to China,VLCC,8.982,USD
2025-06-25,TD3C,Middle East Gulf to China,VLCC,8.936,USD
2025-06-26,TD3C,Middle East Gulf to China,VLCC,8.811,USD
2025-06-27,TD3C,Middle East Gulf to China,VLCC,8.698,USD
2025-06-28,TD3C,Middle East Gulf to China,VLCC,8.657,USD
2025-06-29,TD3C,Middle East Gulf to China,VLCC,8.529,USD
2025-06-30,TD3C,Middle East Gulf to China,VLCC,8.468,USD
2025-07-01,TD3C,Middle East Gulf to China,VLCC,8.195,USD
2025-07-02,TD3C,Middle East Gulf to China,VLCC,8.206,USD
2025-07-03,TD3C,Middle East Gulf to China,VLCC,8.19,USD
2025-07-04,TD3C,Middle East Gulf to China,VLCC,8.064,USD
2025-07-05,TD3C,Middle East Gulf to China,VLCC,8.137,USD
2025-07-06,TD3C,Middle East Gulf to China,VLCC,8.247,USD
2025-07-07,TD3C,Middle East Gulf to China,VLCC,8.015,USD
2025-07-08,TD3C,Middle East Gulf to China,VLCC,7.899,USD
2025-07-09,TD3C,Middle East Gulf to China,VLCC,7.783,USD
2025-07-10,TD3C,Middle East Gulf to China,VLCC,7.645,USD
2025-07-11,TD3C,Middle East Gulf to China,VLCC,7.746,USD
2025-07-12,TD3C,Middle East Gulf to China,VLCC,7.709,USD
2025-07-13,TD3C,Middle East Gulf to China,VLCC,7.663,USD
2025-07-14,TD3C,Middle East Gulf to China,VLCC,7.384,USD
2025-07-15,TD3C,Middle East Gulf to China,VLCC,7.462,USD
2025-07-16,TD3C,Middle East Gulf to China,VLCC,7.289,USD
2025-07-17,TD3C,Middle East Gulf to China,VLCC,7.291,USD
2025-07-18,TD3C,Middle East Gulf to China,VLCC,7.322,USD
2025-07-19,TD3C,Middle East Gulf to China,VLCC,7.499,USD
2025-07-20,TD3C,Middle East Gulf to China,VLCC,7.316,USD
2025-07-21,TD3C,Middle East Gulf to China,VLCC,6.907,USD
2025-07-22,TD3C,Middle East Gulf to China,VLCC,6.93,USD
2025-07-23,TD3C,Middle East Gulf to China,VLCC,7.17,USD
2025-07-24,TD3C,Middle East Gulf to China,VLCC,7.332,USD
2025-07-25,TD3C,Middle East Gulf to China,VLCC,7.356,USD
2025-07-26,TD3C,Middle East Gulf to China,VLCC,7.285,USD
2025-07-27,TD3C,Middle East Gulf to China,VLCC,7.389,USD
2025-07-28,TD3C,Middle East Gulf to China,VLCC,7.254,USD
2025-07-29,TD3C,Middle East Gulf to China,VLCC,7.315,USD
2025-07-30,TD3C,Middle East Gulf to China,VLCC,7.379,USD
2025-07-31,TD3C,Middle East Gulf to China,VLCC,7.517,USD
2025-08-01,TD3C,Middle East Gulf to China,VLCC,7.881,USD
2025-08-02,TD3C,Middle East Gulf to China,VLCC,7.925,USD
2025-08-03,TD3C,Middle East Gulf to China,VLCC,7.848,USD
2025-08-04,TD3C,Middle East Gulf to China,VLCC,7.837,USD
2025-08-05,TD3C,Middle East Gulf to China,VLCC,7.593,USD
2025-08-06,TD3C,Middle East Gulf to China,VLCC,7.495,USD
2025-08-07,TD3C,Middle East Gulf to China,VLCC,7.437,USD
2025-08-08,TD3C,Middle East Gulf to China,VLCC,7.364,USD
2025-08-09,TD3C,Middle East Gulf to China,VLCC,7.383,USD
2025-08-10,TD3C,Middle East Gulf to China,VLCC,7.271,USD
2025-08-11,TD3C,Middle East Gulf to China,VLCC,7.421,USD
2025-08-12,TD3C,Middle East Gulf to China,VLCC,7.42,USD
2025-08-13,TD3C,Middle East Gulf to China,VLCC,7.418,USD
2025-08-14,TD3C,Middle East Gulf to China,VLCC,7.373,USD
2025-08-15,TD3C,Middle East Gulf to China,VLCC,7.394,USD
2025-08-16,TD3C,Middle East Gulf to China,VLCC,7.504,USD
2025-08-17,TD3C,Middle East Gulf to China,VLCC,7.388,USD
2025-08-18,TD3C,Middle East Gulf to China,VLCC,7.3,USD
2025-08-19,TD3C,Middle East Gulf to China,VLCC,7.262,USD
2025-08-20,TD3C,Middle East Gulf to China,VLCC,7.084,USD
2025-08-21,TD3C,Middle East Gulf to China,VLCC,6.979,USD
2025-08-22,TD3C,Middle East Gulf to China,VLCC,6.921,USD
2025-08-23,TD3C,Middle East Gulf to China,VLCC,7.045,USD
2025-08-24,TD3C,Middle East Gulf to China,VLCC,7.086,USD
2025-08-25,TD3C,Middle East Gulf to China,VLCC,7.118,USD
2025-08-26,TD3C,Middle East Gulf to China,VLCC,7.238,USD
2025-08-27,TD3C,Middle East Gulf to China,VLCC,7.225,USD
2025-08-28,TD3C,Middle East Gulf to China,VLCC,7.282,USD
2025-08-29,TD3C,Middle East Gulf to China,VLCC,7.274,USD
2025-08-30,TD3C,Middle East Gulf to China,VLCC,7.315,USD
2025-08-31,TD3C,Middle East Gulf to China,VLCC,7.243,USD
2025-09-01,TD3C,Middle East Gulf to China,VLCC,6.923,USD
2025-09-02,TD3C,Middle East Gulf to China,VLCC,6.915,USD
2025-09-03,TD3C,Middle East Gulf to China,VLCC,7.116,USD
2025-09-04,TD3C,Middle East Gulf to China,VLCC,7.249,USD
2025-09-05,TD3C,Middle East Gulf to China,VLCC,7.386,USD
2025-09-06,TD3C,Middle East Gulf to China,VLCC,7.558,USD
2025-09-07,TD3C,Middle East Gulf to China,VLCC,7.576,USD
2025-09-08,TD3C,Middle East Gulf to China,VLCC,7.608,USD
2025-09-09,TD3C,Middle East Gulf to China,VLCC,7.531,USD
2025-09-10,TD3C,Middle East Gulf to China,VLCC,7.495,USD
2025-09-11,TD3C,Middle East Gulf to China,VLCC,7.585,USD
2025-09-12,TD3C,Middle East Gulf to China,VLCC,7.753,USD
2025-09-13,TD3C,Middle East Gulf to China,VLCC,7.74,USD
2025-09-14,TD3C,Middle East Gulf to China,VLCC,7.686,USD
2025-09-15,TD3C,Middle East Gulf to China,VLCC,7.693,USD
2025-09-16,TD3C,Middle East Gulf to China,VLCC,7.781,USD
2025-09-17,TD3C,Middle East Gulf to China,VLCC,7.594,USD
2025-09-18,TD3C,Middle East Gulf to China,VLCC,7.296,USD
2025-09-19,TD3C,Middle East Gulf to China,VLCC,7.235,USD
2025-09-20,TD3C,Middle East Gulf to China,VLCC,7.084,USD
2025-09-21,TD3C,Middle East Gulf to China,VLCC,7.031,USD
2025-09-22,TD3C,Middle East Gulf to China,VLCC,7.028,USD
2025-09-23,TD3C,Middle East Gulf to China,VLCC,6.983,USD
2025-09-24,TD3C,Middle East Gulf to China,VLCC,7.195,USD
2025-09-25,TD3C,Middle East Gulf to China,VLCC,7.254,USD
2025-09-26,TD3C,Middle East Gulf to China,VLCC,7.309,USD
2025-09-27,TD3C,Middle East Gulf to China,VLCC,7.408,USD
2025-09-28,TD3C,Middle East Gulf to China,VLCC,7.269,USD
2025-09-29,TD3C,Middle East Gulf to China,VLCC,7.424,USD
2025-09-30,TD3C,Middle East Gulf to China,VLCC,7.429,USD
2025-10-01,TD3C,Middle East Gulf to China,VLCC,7.534,USD
2025-10-02,TD3C,Middle East Gulf to China,VLCC,7.405,USD
2025-10-03,TD3C,Middle East Gulf to China,VLCC,7.213,USD
2025-10-04,TD3C,Middle East Gulf to China,VLCC,7.341,USD
2025-10-05,TD3C,Middle East Gulf to China,VLCC,7.408,USD
2025-10-06,TD3C,Middle East Gulf to China,VLCC,7.305,USD
2025-10-07,TD3C,Middle East Gulf to China,VLCC,7.207,USD
2025-10-08,TD3C,Middle East Gulf to China,VLCC,7.377,USD
2025-10-09,TD3C,Middle East Gulf to China,VLCC,7.236,USD
2025-10-10,TD3C,Middle East Gulf to China,VLCC,7.476,USD
2025-10-11,TD3C,Middle East Gulf to China,VLCC,7.373,USD
2025-10-12,TD3C,Middle East Gulf to China,VLCC,7.478,USD
2025-10-13,TD3C,Middle East Gulf to China,VLCC,7.452,USD
